"Name","State","Notes","User","Tags","Created","Runtime","Sweep","dropout","eeg_embedding_dim","eeg_model_emb_dim","eeg_model_pretrained","eeg_model_trainable","lr","n_chans","num_classes","num_fc_layers","num_proj_layers","projected_emb_dim","string_sampling","temperature","text_embedding_dim","text_encoder_name","text_encoder_pretrained","text_encoder_trainable","text_model_emb_dim","weight_decay","lr_frac_lm","epoch","knn","knn_acc","logreg","logreg__acc","logreg_acc","train_loss","trainer/global_step","val_loss","val_balanced_acc_logreg_0","val_balanced_acc_logreg_1","val_balanced_acc_logreg_2","val_balanced_acc_logreg_3","val_balanced_acc_logreg_gender","val_balanced_acc_logreg_medication","val_balanced_acc_logreg_pathological","val_balanced_acc_logreg_under_50"
"pious-music-300","finished","sauce","tidiane","hpo_lr","2023-09-23T19:27:22.000Z","52498","","0.1","","128","false","true","0.005","21","","3","","64","false","","","bert-base-uncased","true","true","768","0.0005","1","4","","","","","","2.080597400665283","35659","2.079458236694336","","","","","0.5","0.5","0.5","0.5"
"vague-star-299","finished","-","tidiane","hpo_lr","2023-09-23T12:10:56.000Z","24358","","0.1","","128","false","true","0.005","21","","3","","64","false","","","bert-base-uncased","true","true","768","0.0005","0.0001","4","","","","","","1.00616192817688","35659","2.086554765701294","","","","","0.5780194256756757","0.5754630666455458","0.8177344877344878","0.6499068701196361"
"warm-wave-298","finished","-","tidiane","hpo_lr","2023-09-23T08:29:05.000Z","11894","","0.1","","128","false","true","0.005","21","","3","","64","false","","","bert-base-uncased","true","true","768","0.0005","0.001","4","","","","","","0.5619122982025146","35659","2.315570831298828","","","","","0.556151144041769","0.6210855778842319","0.8217676767676767","0.6745433053943692"
"eager-smoke-297","finished","-","tidiane","hpo_lr","2023-09-23T05:35:28.000Z","10242","","0.1","","128","false","true","0.005","21","","3","","64","false","","","bert-base-uncased","true","true","768","0.0005","0.1","4","","","","","","2.0803308486938477","35659","2.079458236694336","","","","","0.5","0.5","0.5077994227994228","0.5"
"peach-bird-296","finished","-","tidiane","hpo_lr","2023-09-23T02:38:44.000Z","10429","","0.1","","128","false","true","0.005","21","","3","","64","false","","","bert-base-uncased","true","true","768","0.0005","0","4","","","","","","1.8956048488616943","35659","2.070606231689453","","","","","0.5627111486486487","0.62560017042382","0.8049206349206349","0.6576473959452682"
